ParlaMint-GB_2019-10-24-commons.u1	1. What steps he is taking to improve transport sustainability.
ParlaMint-GB_2019-10-24-commons.u111	Buses are a very important part of transport infrastructure, and my constituents will benefit enormously from the announcement by the metro Mayor of the Liverpool city region, Steve Rotheram, of a new metrocard. When will we improve bus service integration across the country by ensuring that we have a single smartcard, not different cards in different parts of the country?
ParlaMint-GB_2019-10-24-commons.u112	I note the omission of thanks for the major package of investment in bus infrastructure, and I simply make the point that the Mayor has those powers. I am leading the Department’s work on smart ticketing, and we are keen to see Transport for the North and the Mayor lead that programme so people in that area can have integrated ticketing.
ParlaMint-GB_2019-10-24-commons.u113	I am sure the Minister shares my frustration that rail passengers in the north will have to continue enduring the use of Pacer trains well into 2020, despite assurances from Northern that they would be taken out of service by the end of this year. Does he believe that passengers should be compensated as a result?
ParlaMint-GB_2019-10-24-commons.u114	The Department shares the disappointment that the new rolling stock has been delayed. Pacer trains are not fit for purpose for the 21st century. Northern retired the first of its 102 Pacers in August, and it plans to remove two thirds by December 2019. Northern advises that, subject to receiving appropriate dispensation, up to 34 Pacers will remain in the fleet, but I assure the hon. Gentleman that we are determined to make sure the fleet is properly modernised.
ParlaMint-GB_2019-10-24-commons.u115	Labour knows the true value of connecting towns and cities across the north. Our integrated transport plan will invest in public transport, in public ownership, to work for the passengers not the shareholders. We will start by investing £39 billion in the whole Crossrail for the north project. How much will the Minister commit to the project today? Only £15 billion?
ParlaMint-GB_2019-10-24-commons.u116	I think the nation will be interested to hear the Opposition Front Bench team announcing major plans for investment, given that their economic plans will see a massive loss of investment in this country and massive economic damage. We can fund good transport infrastructure and a good NHS only when we have economic growth. The truth is that this Government are proceeding with the biggest investment package in road, rail and infrastructure in this country since the Victorians—£72 billion—and we are spending more per head on passengers in the north than in the south. This Government have the interests of the north at their heart.
ParlaMint-GB_2019-10-24-commons.u117	15. What recent assessment he has made of the financial viability of the proposed Heathrow third runway.
ParlaMint-GB_2019-10-24-commons.u118	My Department and the Civil Aviation Authority have conducted assurance work on the financing and affordability of expansion proposals. This has concluded that, so far as can be assessed at this stage and assuming current market conditions, Heathrow is in principle able to privately finance expansion, but we will continue to monitor this as plans mature.
ParlaMint-GB_2019-10-24-commons.u119	Given the compounding costs and constraints on a third runway at Heathrow, it seems unlikely that it will ever be built. What Heathrow has succeeded in doing is blocking its more competitive rivals from building extra capacity. In that light, when will the Government review their decision?
ParlaMint-GB_2019-10-24-commons.u120	The airports national policy includes a requirement that any developers should demonstrate that their scheme is cost-efficient and sustainable, and that it seeks to minimise costs over its lifetime. It is a responsibility of scheme developers to follow the process set out in the Planning Act 2008 and to submit proposals to the Planning Inspectorate. We will consider the merits of potential schemes before referring them to the decision-making Minister with the recommendation.
