ParlaMint-GB_2018-06-12-commons.u1	1. What steps he is taking to support economic growth while decreasing emissions.
ParlaMint-GB_2018-06-12-commons.u115	The hon. Lady mentions the Strength in Places fund—it is actually a big part of our industrial strategy—which is designed to ensure that research and development does not just benefit the so-called golden triangle, but benefits all parts of the UK in terms of jobs and growth.
ParlaMint-GB_2018-06-12-commons.u116	Even though telecoms are reserved to Westminster, the UK Government are contributing just £21 million to the Scottish Government’s programme to provide superfast broadband to everyone in Scotland. What representations will the Minister therefore make to the Chancellor about matching the Scottish Government’s whopping £600 million contribution?
ParlaMint-GB_2018-06-12-commons.u117	It is for the Scottish Government to make their own budget representations, but as we have always said, we are committed to the roll-out of superfast broadband across the UK. Some 95% of the country has superfast broadband, thanks to the work of this Government.
ParlaMint-GB_2018-06-12-commons.u118	Science is a great British success story, supporting jobs and growth across the country. With Europe’s funding for UK science down a fifth, more than 6,000 engineers and scientists denied visas in this year alone and universities reporting that Brexit chaos is freezing them out of Europe’s new £90 billion science fund, UK science risks crashing down to earth. Does the Minister accept that his threat to spend the entire UK science budget on duplicating Galileo because the Government have bungled negotiations on this £9 billion UK-EU collaboration is final proof that his science strategy is lost in space?
ParlaMint-GB_2018-06-12-commons.u119	As I said, we have the biggest increase in science and innovation in this country for 40 years. As for the UK-EU science collaboration, the EU Commissioner himself said: “It is very important for the UK and it is very important for the EU to have a relationship in science and innovation. We’ve had this relationship for so long” On Galileo, negotiations are under way and we have made it very clear not only that it benefits the UK but that EU member states stand to lose skills and other important issues without the UK’s involvement.
ParlaMint-GB_2018-06-12-commons.u120	12. What steps he is taking to support the oil and gas sector in Scotland.
ParlaMint-GB_2018-06-12-commons.u121	This Government have provided unprecedented levels of support to help this incredibly important sector—that is something on which we do agree. The Government announced the transferable tax allowance, the sector’s No. 1 ask; established the Oil and Gas Authority; invested in the Aberdeen city deal, including the excellent £90 million Oil and Gas Technology Centre, which I was pleased to visit; and put together a fiscal package worth £2.3 billion. It is working, with 16 new final investment decisions this year.
ParlaMint-GB_2018-06-12-commons.u122	That all sounds very good, but the reality is that in 2016 the Budget measures on support for the oil and gas industry were only a third of the measures on inheritance tax. The measure on transferable tax history has been delayed further, so when will that come forward? Why can the Government find billions and billions of pounds for nuclear but not for the oil and gas sector?
ParlaMint-GB_2018-06-12-commons.u123	The hon. Gentleman and I usually talk about the sector in very positive terms. We have delivered the things that the sector has asked for and it is working. It is fantastic to see investment happening in the North sea basin. The fact that the sector has gone through a time of building resilience given the oil price decline means that it is now starting to invest and grow again.
ParlaMint-GB_2018-06-12-commons.u124	13. What assessment he has made of the capability of British steel manufacturers to produce high-grade steel for new markets.
ParlaMint-GB_2018-06-12-commons.u125	In December 2017, we published Government-commissioned independent research that identified high-value market opportunities for UK steel producers worth up to £3.8 billion a year by 2030
