ParlaMint-GB_2018-03-27-commons.u1	1. What steps his Department is taking to tackle the illegal wildlife trade.
ParlaMint-GB_2018-03-27-commons.u114	14. Whether he has had discussions with his international counterparts on postponing the 2018 FIFA World Cup.
ParlaMint-GB_2018-03-27-commons.u115	Mr Speaker, may I crave your indulgence to prostrate myself before you and to apologise for any inadvertent sexism or discourtesy that you may have deemed me to be guilty of? I heartily tender my apologies to the right hon. Member for Islington South and Finsbury (Emily Thornberry) if she was offended by what I said. I meant no harm, and I apologise unreservedly if I have offended her feelings Following the abhorrent chemical attack in Salisbury, the UK Government have engaged closely with our international partners on this and other issues, but the holding of sports events and the choice of venues is a matter for the relevant sporting authorities—in this case, FIFA.
ParlaMint-GB_2018-03-27-commons.u116	I thank the Foreign Secretary for his gracious apology. As far as I am concerned, if I can use the expression again, that is the end of the matter.
ParlaMint-GB_2018-03-27-commons.u117	I thank the Foreign Secretary for his response, but the fact is that sport and politics do mix. Who can forget Jesse Owens at the 1936 Olympics in Berlin or the sporting boycotts of the despicable apartheid regime? Surely the Foreign Secretary sees the profound inconsistency between the very welcome retaliatory measures that our Government and many other Governments have taken and us all trotting off to Russia in a few months to provide Mr Putin with a smokescreen for what he does and how he behaves.
ParlaMint-GB_2018-03-27-commons.u118	There are no plans to boycott the World cup or to try to get a boycott by the England team—that is, after all, a matter for the Football Association and not the Government—nor is there any desire to punish England fans. As the hon. Gentleman knows, there will be no attendance by Ministers or members of the royal family, as the Prime Minister told the House on 14 March. As he knows, several other countries have decided to put in place the same measures.
ParlaMint-GB_2018-03-27-commons.u119	English football fans were targeted by Russian football gangs in the Euro 2016 tournament, and many were left with life-changing injuries as a result. There are concerns that those Russian football gangs have links to President Putin’s Government. Will the Foreign Secretary be updating travel advice for the 10,000 fans who are planning to travel to the World cup this summer?
ParlaMint-GB_2018-03-27-commons.u120	I am grateful to my hon. Friend for her question. The travel advice has been updated. Fans should be aware of the possibility of political tensions between the UK and Russia and should be vigilant but, above all, should stay in touch with us and look at the Be on the Ball website.
ParlaMint-GB_2018-03-27-commons.u121	15. What recent discussions he has had with Cabinet colleagues on promoting education throughout the world.
ParlaMint-GB_2018-03-27-commons.u122	Promoting access to a quality education is a moral imperative and firmly in our national interest. As a passionate feminist and someone without a sexist bone in his body, the Foreign Secretary is an advocate for education and has discussed that with the Secretary of State for International Development and the Secretary of State for Education, among others.
ParlaMint-GB_2018-03-27-commons.u123	I do not mean to be unkind to the Minister, and I know she will not take it amiss. The Foreign Secretary does not need to be defended by her, and I know she would not argue with the Chair; she would come off rather worse.
ParlaMint-GB_2018-03-27-commons.u124	In Nigeria alone, there is an enormous market for A-levels through to university education. What help is the Minister providing to enable us to tap into that market?
ParlaMint-GB_2018-03-27-commons.u125	I pay tribute to my hon. Friend for his work as a trade envoy to Nigeria. I can tell him that the Prosperity Fund global education programme is due to start this year, aiming to improve standards of education and increase UK exports, and Nigeria will be one of the countries involved.
