ParlaMint-GB_2018-11-01-commons.u1	1. What steps he is taking to support tourism throughout the UK.
ParlaMint-GB_2018-11-01-commons.u127	May I join my hon. Friend the Member for Glasgow Central (Alison Thewliss) in welcoming Channel 4’s hub, which is great news for Glasgow and the Scottish screen sector Will the Secretary of State apologise to the families who have been blighted by gambling-related harm due to the delay in the announcement of reducing the fixed odds betting terminals maximum stake to £2? Will he look into diverting the £1.8 billion bonus that is going to bookies to the affected families instead?
ParlaMint-GB_2018-11-01-commons.u128	There has been no delay, but the hon. Lady is right that a large part of the rationale for this decision was to protect exactly the people she refers to. This Government have made that substantive change, and it should be recognised that there are a number of factors in the process of determining when the change should come in. Once again, we will get into those—in some detail, I am sure—at about half-past 10 I join the hon. Lady in welcoming the decision that has been made about Glasgow. This will be an important move to get broadcasting talent out of London and into the rest of the country, so that the whole country can benefit from it.
ParlaMint-GB_2018-11-01-commons.u129	T4. As well as the world’s best beer, one of the things that brings people into our pubs is live music. What assessment has the Minister made of the importance of the music industry’s contribution to our economic and cultural health?
ParlaMint-GB_2018-11-01-commons.u130	It is a vibrant industry. Just today, UK Music has published a report showing that the music industry is outstripping the rest of the economy in terms of growth, and I know that it is doing very well in my neighbouring constituency of Dudley South.
ParlaMint-GB_2018-11-01-commons.u131	T6. A few months ago, some vandals burned down Spennymoor cricket club in my constituency. It is proving very difficult to get the insurance money and raise enough funds for a rebuild, so will the Secretary of State tell me where we could get some money so that a second season is not lost for the young people in the area?
ParlaMint-GB_2018-11-01-commons.u132	I do not think the hon. Lady will be surprised to know that I had not heard of this incident. Now that I have, perhaps she will allow me to look into it and write to her about what might be the best way forward.
ParlaMint-GB_2018-11-01-commons.u133	T5. What steps is the Department taking to increase the participation of young people in sport?
ParlaMint-GB_2018-11-01-commons.u134	It is extremely important that young people participate in sport. My hon. Friend will be aware of our recently announced school sport strategy to enable just that to happen. We think it important that young people remain active and, of course, that they participate in competitive sport, too, for all the many benefits we know it brings.
ParlaMint-GB_2018-11-01-commons.u135	T7. With the world transplant games due to take place in less than a year’s time in Newcastle Gateshead, may I ask the Secretary of State what support he is giving to the games and urge him to give the best possible support that he can?
ParlaMint-GB_2018-11-01-commons.u136	We wish those games every success, and if there is practical assistance we can provide, we are very happy to talk to the hon. Lady about what we might be able to do beyond what is already happening.
ParlaMint-GB_2018-11-01-commons.u137	On the principle of better late than never, I shall call the hon. Member for Cheadle (Mary Robinson) to ask a question now as she missed her question earlier. It is perhaps a good idea always to get here a bit earlier. Nevertheless, I wish to hear the hon. Lady, and I am sure the House does.
ParlaMint-GB_2018-11-01-commons.u138	Many thanks, Mr Speaker, and apologies Next week, I will be holding Cheadle’s ScamSmart event to inform local residents about how to deal with consumer protection and address nuisance phone calls. Does the Minister agree that the bosses of companies that bombard people with unsolicited phone calls should feel the full force of the law and be directly liable for fines, to prevent them from doing this in future?
