ParlaMint-GB_2018-09-11-commons.u1	1. What fiscal steps he is taking to support the pubs sector.
ParlaMint-GB_2018-09-11-commons.u109	I know that he does have such views, Mr Speaker. As my right hon. Friend asked—and I know that her Committee questioned the Governor on this subject last week—I can now announce to the House that I have been discussing with the Governor his ability to serve a little longer in post in order to ensure continuity through what could be quite a turbulent period for our economy in the early summer of 2019. I can tell the House today that the Governor has agreed, despite various personal pressures to conclude his term in June, that he will continue until the end of January 2020 in order to help to support continuity in our economy during this period.
ParlaMint-GB_2018-09-11-commons.u110	Will the Chancellor please confirm that the income of the lowest-paid has grown more than twice as fast as the income of the very highest over recent years?
ParlaMint-GB_2018-09-11-commons.u111	Yes, thanks to this Government’s introduction of the national living wage.
ParlaMint-GB_2018-09-11-commons.u112	14. What steps the Government are taking to ensure that the UK remains at the forefront of green finance.
ParlaMint-GB_2018-09-11-commons.u113	Green finance is a key Government priority. The Chancellor recently announced the creation of a new green finance institute to ensure that our world-leading green finance expertise is available to UK and international firms. This was the first recommendation of the green finance taskforce, and further responses from the Government will come in due course.
ParlaMint-GB_2018-09-11-commons.u114	I commend my hon. Friend for the action that the Government have already taken in this area, but does he agree that we should encourage green investment to support new technologies, especially in the energy sector, to help develop devices that can bring down household bills, make us more efficient, waste less energy and cut down on our greenhouse emissions? That is the subject of my ten-minute rule Bill tomorrow.
ParlaMint-GB_2018-09-11-commons.u115	I agree with my hon. Friend. It is absolutely the case that every household and small business will have those advantages by 2020 through the supply of smart meters. According to data from a leading energy supplier, we are already seeing energy efficiency savings of around 4% on annual consumption.
ParlaMint-GB_2018-09-11-commons.u116	The Minister will know from the UN that by 2050 there will be more plastic in the sea than fish, so will he ensure that the Chancellor brings forward a Budget with a comprehensive fiscal strategy that ensures that plastic producers pay 100% of the recycling and that targets tax on plastics according to their recyclability?
ParlaMint-GB_2018-09-11-commons.u117	We are very interested in that area and have published a response to the call for evidence. I am sure that the Chancellor will have heard the hon. Gentleman’s representations.
ParlaMint-GB_2018-09-11-commons.u118	21. Will the Minister respond positively to the report of the Environmental Audit Committee on green finance, particularly by encouraging investment institutions such as pension funds to consider the long-term risks that climate change may pose to their investee companies?
ParlaMint-GB_2018-09-11-commons.u119	Absolutely. Only two hours ago, the Department for Work and Pensions published its consultation response on pension trustees’ duties, which clearly sets out the Government’s intention to raise the profile of financially material climate change factors in investment decisions.
ParlaMint-GB_2018-09-11-commons.u120	19. The Minister will be more than aware of the Ernst and Young report earlier this year indicating that Scottish GDP, including Scotland’s geographical share of renewable energy, oil and gas, grew at 3.4% as opposed to the UK’s 3.1%, despite lots of inaction from the current Government. Will the Government provide Holyrood with the powers over energy revenues to ensure that Scotland can continue with this lead in economic growth and make sure that the green energies of the future are invested in properly?
