ParlaMint-GB_2018-01-09-commons.u1	1. What steps his Department is taking to tackle the illegal wildlife trade.
ParlaMint-GB_2018-01-09-commons.u116	Does the Minister share my outrage at the continued detention of 16-year-old Ahed Tamimi in Israel, in violation of article 76 of the fourth Geneva convention, and will he raise this issue, and our concerns about it, with the Israeli Government?
ParlaMint-GB_2018-01-09-commons.u117	I know both the Tamimi family and Nabi Saleh, and it is a very unhappy incident all round. The truth is that the soldiers should not be there and the young woman should not have needed to do what she did. It is sad that two young people who ought to be friends are caught up in a situation in which, because of the failure to deal comprehensively with what is happening on the west bank and in Israel, we cannot come to a settlement. We have indeed made representations. It is important that Israel follows through the law, as it is entitled to do, but when we see the whole incident on video it tells us that this should not be happening and we should be working hard to get a settlement to this issue, so these young people do not have to continue to do what they are doing.
ParlaMint-GB_2018-01-09-commons.u118	The biggest current obstacles to advancement of the middle east peace process include Hamas’s rearmament drive in Gaza and the long-standing issue of Palestinian incitement. What steps has the Minister taken, alongside his international counterparts, to assist the Palestinian leadership in becoming a viable partner for peace with Israel?
ParlaMint-GB_2018-01-09-commons.u119	There are many obstacles on the way to peace, and certainly one of them remains incitement among some in the Palestinian community, but efforts being made for reconciliation between Fatah and Hamas have to conclude with a process that has led to acceptance of Quartet principles, and we hope that that will provide one further step forward.
ParlaMint-GB_2018-01-09-commons.u120	Does my right hon. Friend agree that the only way to resolve the issue of land borders is through the resumption of direct peace talks without preconditions?
ParlaMint-GB_2018-01-09-commons.u121	Yes, and efforts are continually being made to move forward with the peace process. We await proposals being brought forward by the US envoys very soon, but sooner or later both the Palestinians and the Israelis have to sit down together, because only they can come to the answer they need.
ParlaMint-GB_2018-01-09-commons.u122	13. What the Government’s policy is on a two-state solution for Israel and Palestine.
ParlaMint-GB_2018-01-09-commons.u123	Our long-standing policy in support of a two-state solution is clear. We support a negotiated settlement leading to a safe and secure Israel living alongside a viable and sovereign Palestinian state, based on 1967 borders with agreed land swaps, Jerusalem as the shared capital of both states, and a just, fair, agreed and realistic settlement for refugees.
ParlaMint-GB_2018-01-09-commons.u124	I am pleased my right hon. Friend agrees that a two-state solution is the best way forward for both parties, but the Israeli Justice Minister is recently on record as saying there is not, and never will be, a Palestine state. Will my right hon. Friend join me in expressing concern at the impact these comments have on the prospects for peace and outline how the UK can lead on engagement with those who hold this view?
ParlaMint-GB_2018-01-09-commons.u125	Many statements are made on both sides about whether or not there will be a resolution to the issues between the Palestinians and Israelis, and the United Kingdom is not responsible for them. All the polling done in Israel and Palestine suggests people want a two-state solution. As I indicated before, we will continue to work for that and we hope those in the Palestinian areas and in Israel will also continue to work for the just peace they all deserve.
ParlaMint-GB_2018-01-09-commons.u126	But surely the Minister must acknowledge that comments like those from the Israeli Government do not give the impression that they are serious about peace. Does he also agree that the calls by Hamas for acts of violence and rage against Israeli people in the wake of the relocation of the US embassy were wholly contemptible and should be thoroughly condemned by everyone in the House?
