ParlaMint-GB_2015-12-15-commons.u1	1. What steps he is taking to support higher-level skills in further education.
ParlaMint-GB_2015-12-15-commons.u109	15. What discussions he has had with the Minister for the Cabinet Office on supporting the cyber-resilience of UK businesses.
ParlaMint-GB_2015-12-15-commons.u110	I am delighted to say that I talk about cyber-resilience a lot with the Minister for the Cabinet Office. Only the other day, we were saying how pleased we were to hear the Chancellor announce the doubling of the cyber-security budget to almost £2 billion.
ParlaMint-GB_2015-12-15-commons.u111	I am delighted that the Minister has more than doubled the budget, but only 10% of it goes on consumers, the police force and small businesses. What is the Minister doing to encourage small businesses that are time-poor, meaning that they are not able to engage with this sort of administration? What is he going to do for business in Eltham, to ensure that they are safe online?
ParlaMint-GB_2015-12-15-commons.u112	I did not double the budget; it was the Chancellor. It is important—particularly for one’s career—to give him credit when he does such things. I take the hon. Gentleman’s point very seriously. We have a fantastic scheme called the cyber essentials scheme, which allows small businesses and large businesses to get a certificate to show that they have been through a process to increase their cyber-security.
ParlaMint-GB_2015-12-15-commons.u113	16. What steps he is taking to improve productivity in the economy.
ParlaMint-GB_2015-12-15-commons.u114	The Government are working hard to deliver the ambitious measures outlined in our productivity plan. We will drive productivity growth throughout the UK by encouraging long-term investment and promoting a dynamic economy.
ParlaMint-GB_2015-12-15-commons.u115	Productivity has been the Achilles heel of this Government’s economic policy. Comparisons with G7 countries are poor, and the figures are even worse when compared with those for smaller to medium-sized and—dare I say?—independent countries. Is it not the case that the Government have been completely obsessed with austerity, and cuts and have completely neglected productivity, internationalisation and innovation, which is the fairer, more progressive way to raise tax receipts and reduce the deficit?
ParlaMint-GB_2015-12-15-commons.u116	No, that is absolutely not the case. The hon. Gentleman is right that there has been a long-running productivity issue in our country under successive Governments. That is why we have published the ambitious productivity plan, dealing with issues such as skills, infrastructure and innovation. In the past year, we have seen a 1.3% year-on-year increase in output per hour, which is very encouraging.
ParlaMint-GB_2015-12-15-commons.u117	After five years in charge, it is time the Government took some responsibility. Why has productivity stalled for the past five years?
ParlaMint-GB_2015-12-15-commons.u118	Because after 13 years of the Labour party being in charge, we had the biggest recession our country had seen in almost 100 years and it has taken time for the country to recover from that. As I have said, productivity is on the rise.
ParlaMint-GB_2015-12-15-commons.u119	Last but not least, I call Diana Johnson.
ParlaMint-GB_2015-12-15-commons.u120	17. What discussions he has had with the Secretary of State for Culture, Media and Sport on improving competition in the broadband market.
