ParlaMint-GB_2016-01-21-commons.u1	1. What steps his Department is taking to support small production companies based in Cornwall.
ParlaMint-GB_2016-01-21-commons.u98	As a fellow Kent MP, I am proud of the tourist attractions across the county. I reassure my hon. Friend that all parts of the country, including Kent, will have an opportunity to bid for the Discover England fund.
ParlaMint-GB_2016-01-21-commons.u99	I am proud that “Downton Abbey” was made in Ealing—the below-stairs servants quarters were in my constituency—but the series has now ended, so what are the Government doing to increase representation on and off-screen of the nation’s ethnic, regional and gender diversity so that the airwaves are not all dominated by the classes upstairs?
ParlaMint-GB_2016-01-21-commons.u100	I fully support the sentiment behind the hon. Lady’s question. We have worked closely with the broadcasters to have stretching targets. We have put the Creative Diversity Network on a permanent footing and we have clear guidance from the Equality and Human Rights Commission on what broadcasters can do—but they need to get on with it.
ParlaMint-GB_2016-01-21-commons.u101	T8. Destination Staffordshire recently submitted its bid for funding from the European regional development fund. In the interests of brevity, will my right hon. Friend encourage Ministers in the Department for Communities and Local Government to look favourably on the bid—yes or no?
ParlaMint-GB_2016-01-21-commons.u102	My hon. Friend is right to stress the importance of tourism to Staffordshire as it contributes to the economy of so much of our country. He will know that this is a matter for my colleagues in the Department for Communities and Local Government. I understand that discussions have taken place and my hon. Friend the Member for Stockton South (James Wharton), the Minister with responsibility for local growth and the northern powerhouse, would be happy to set up a meeting to discuss the position.
ParlaMint-GB_2016-01-21-commons.u103	Over 20,000 jobs depend on tourism in York. What support can the Minister give to ensure that attractions such as Jorvik and the merchant adventurers hall are quickly restored, following the floods?
ParlaMint-GB_2016-01-21-commons.u104	I am very conscious of the challenge to ensure that we get the message out that Yorkshire and other parts of the country affected by flooding are open for business. We will be looking closely at what we can do to support those businesses affected by flooding. I hope we will be able to say more about that quite soon.
ParlaMint-GB_2016-01-21-commons.u105	Did I just hear the Minister confirm that there would be a triennial review this year, and will she comment on exactly when and what that will be?
ParlaMint-GB_2016-01-21-commons.u106	My hon. Friend is right—he did hear me say that. The triennial review is expected to be in 2016. It will be in 2016. Precise timings are to be confirmed.
ParlaMint-GB_2016-01-21-commons.u107	Andy Murray, who hails from my constituency, won again last night. He is a hero and the epitome of integrity in sport. He made some comments this week about matchfixing. We have had the International Association of Athletics Federations report and the FIFA fiasco. Can the Minister assure me that we will do all we can to make sure that we are a shining example of promoting integrity in sport, as epitomised by Andy Murray?
