ParlaMint-GB_2016-03-10-commons.u1	1. What steps his Department is taking to implement its road investment strategy.
ParlaMint-GB_2016-03-10-commons.u111	Tempted as I am to propose that the Government build HS2 sometime in the Parliament after next, when it will be seen for the white elephant that it is, could the Minister reassure me that there is time enough to deal with all the environmental impacts of HS2, such as the construction impact on the historic village of West Wycombe in my constituency?
ParlaMint-GB_2016-03-10-commons.u112	My hon. Friend did promise me an impish supplementary question and I was not disappointed. The fact is that we have promised that there will be no net environmental loss during the construction. Indeed, we plan to plant 2 million trees as part of the phase 1 construction. I think it will be a project that we can be proud of and one that communities up and down the country will value as part of our economic plans.
ParlaMint-GB_2016-03-10-commons.u113	I rather like elephants, white or otherwise. Let us look at the building of phase 2 of HS2. The Secretary of State has said in the past that serious consideration would be given to the possibility of beginning construction on the northern part of phase 2 between Sheffield and Leeds in parallel with work on the southern part of that leg. How much serious consideration has been given to that, and is there a possibility that work between Sheffield and Leeds could begin before the very end of the project?
ParlaMint-GB_2016-03-10-commons.u114	It is important that we prioritise the Birmingham route, because that is where the congestion is and where the real benefits are. Let us not forget that those trains will run through to serve stations in the north and in Scotland from day one. It is very important that we look at how we can deliver that. Indeed, some of the investment at the station locations in the north can go ahead even before the trains reach those locations.
ParlaMint-GB_2016-03-10-commons.u115	13. What steps he has taken to reduce waiting times at driving test centres.
ParlaMint-GB_2016-03-10-commons.u116	Demand for driving tests has increased and with it waiting times. The Driver and Vehicle Standards Agency is recruiting more examiners, improving its forecasting model to better match resource with demand, and redeploying examiners from lower-wait centres to those with higher waiting times.
ParlaMint-GB_2016-03-10-commons.u117	Motorcyclists face a particular and perennial problem at the Cove driving centre in my constituency, because the motorcycling manoeuvre area is regularly covered in moss. Will the Minister look into that matter and make sure that every effort is being taken to ensure that motorcyclists are not disadvantaged?
ParlaMint-GB_2016-03-10-commons.u118	I will certainly will look into that matter and respond to the hon. Gentleman.
ParlaMint-GB_2016-03-10-commons.u119	What assessment has the Minister made of email cancellations? I have been made aware of a number of cases where people have received them just minutes before tests were due to start. I would be interested to know the impact that is having on waiting times.
ParlaMint-GB_2016-03-10-commons.u120	I will look into that. The challenge faced by the DVSA is one of increasing demand. Nationally over the past few months, 181 new driving examiners have started work, 70 people are either currently attending or booked to attend new entrant training courses, and 38 have been offered posts. The DVSA is, therefore, responding with more people, but it also needs to respond in a customer-friendly way. My hon. Friend makes an important point and I will look into it.
