ParlaMint-GB_2016-11-01-commons.u1	1. What steps her Department is taking to improve safety in prisons.
ParlaMint-GB_2016-11-01-commons.u112	Members across the House have supported families who have lost family members to the most reckless criminal driving. Members have also had to support such families through the reality of being failed by our justice system. The Department announced a review two and a half years ago, which should have concluded by now. Three Secretaries of State later, we are told again that there will be consultation this year. It is not good enough. Can the Minister give the House a clear date when the review will finally be published and there will be more justice for victims of criminal driving?
ParlaMint-GB_2016-11-01-commons.u113	I am aware that a constituent of the hon. Gentleman was recently knocked down and killed by a driver over the drink-drive limit, and I offer my deepest condolences to the family of that constituent. Parliament sets the maximum penalties for road traffic offences, and we intend to consult by the end of the year on driving offences and penalties for the most serious cases that result in death or serious injury.
ParlaMint-GB_2016-11-01-commons.u114	I welcome the Minister’s comments, but will he reassure me that part of the review will consider whether greater use can be made of the charge of manslaughter, so that those who have behaved so recklessly and caused someone’s death get the same type of penalty for doing that with their car as they would if they had done it with anything else?
ParlaMint-GB_2016-11-01-commons.u115	The Crown Prosecution Service can and will charge a person with manslaughter where the evidence supports that charge, it is in the public interest to do so and there is a reasonable prospect of a conviction. In many driving cases, however, the offending behaviour, which may be highly irresponsible, does not suggest that the vehicle was intentionally used as a weapon to kill or commit grievous bodily harm or that the standard of driving was grossly negligent.
ParlaMint-GB_2016-11-01-commons.u116	13. What discussions she has had with the Northern Ireland Executive on pardons for gay and bisexual men convicted of offences which have subsequently been abolished.
ParlaMint-GB_2016-11-01-commons.u117	I am aware that Lord Lexden has tabled amendments seeking to extend to Northern Ireland the provisions tabled by Lord Sharkey in respect of England and Wales on this issue. Northern Ireland has legislative powers over matters relating to justice and policing. This is a devolved matter.
ParlaMint-GB_2016-11-01-commons.u118	Given the unique equality legislation in Northern Ireland, does the Minister see a problem in any attempt to introduce such a measure in the Province?
ParlaMint-GB_2016-11-01-commons.u119	If legislation is to be introduced extending the Turing pardon and a disregard process to Northern Ireland, that is a decision for the Northern Ireland Assembly to take. Were the provisions to be extended to Northern Ireland, a legislative consent motion would, by convention, be required.
ParlaMint-GB_2016-11-01-commons.u120	14. What assessment she has made of the implications for her departmental responsibilities of the UK leaving the EU.
ParlaMint-GB_2016-11-01-commons.u121	The Ministry of Justice is leading work on future arrangements with the EU for civil, family and commercial law. We are also working closely with the Home Office on EU criminal justice measures. I am determined to make sure that UK legal services, which contribute £26 billion a year to our economy, continue to thrive once we leave the EU.
